Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Log_Loan_Amount,EMI,EMI_to_Income_Ratio
Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y,6274.0,5.153291594497779,0.4777776450617653,0.0009138238195971628
Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y,3750.0,4.584967478670572,0.26944436959878626,0.0008622217068051699
Male,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,Y,3500.0,4.406719247264253,0.26999991000003004,0.0009257136597554197
Male,Yes,3+,Not Graduate,No,4755,0.0,95.0,360.0,0.0,Semiurban,N,4755.0,4.564348191467836,0.2638888155864401,0.0006659652971354206
Male,Yes,3+,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,Y,7040.0,5.236441962829949,0.519444300154361,0.0008854162697944332
Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N,3750.0,4.736198448394496,0.235416617621538,0.0007533329353223824
Male,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,N,8500.0,5.176149732573829,0.4888887530864575,0.0006901957892708874
Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,N,4022.0,4.709530201312334,0.30555547067903593,0.0009116520522540946
Male,Yes,3+,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,N,7167.0,5.198497031265826,0.5999998000000667,0.0010046039339299678
Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130.0,360.0,1.0,Semiurban,Y,5499.0,4.875197323201151,0.361111010802497,0.0007880216737595847
Female,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y,3846.0,4.718498871295094,0.308333247685209,0.0009620379141385884
Male,Yes,1,Graduate,Yes,2395,0.0,128.0,360.0,1.0,Semiurban,Y,2395.0,4.859812404361672,0.35555545679015094,0.0017814878261780457
Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,N,3259.0,5.123963979403259,0.4638887600309,0.0017080893128762276
Male,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,1.0,Semiurban,N,8250.0,5.583496308781699,0.7361109066358593,0.0010707066175493782
Male,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,Y,3988.0,3.9318256327243257,0.20833324652781393,0.0006268801920956713
Male,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,Y,4897.0,4.919980925828125,0.37777767283953534,0.0009257363616889505
Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,1.0,Semiurban,Y,5333.0,4.605170185988092,0.27499992361113235,0.0006187883631703642
Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y,4618.0,4.653960350157523,0.2888888086419976,0.0007506853189436095
Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,Y,8566.0,5.351858133476067,0.5833331712963413,0.00081718387519676
Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y,9862.0,5.170483995038151,0.4861109760802845,0.0005914957415502457
Male,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,Y,5858.0,4.882801922586371,0.36388878780867007,0.0007454190097646345
Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y,11904.0,5.241747015059643,1.0444438641978533,0.0010528666924507905
Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y,5093.0,4.406719247264253,0.22499993750001737,0.0005301391348582852
Male,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,Y,4133.0,4.812184355372417,0.33888879475311257,0.0009839497595687488
Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y,3620.0,3.258096538021482,0.20833315972236688,0.0006906069303701895
Male,No,0,Graduate,No,6782,0.0,128.0,360.0,1.0,Urban,N,6782.0,4.859812404361672,0.35555545679015094,0.000629116002144295
Female,Yes,0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,Y,4786.0,4.927253685157205,0.3805554498457084,0.0009541713859471037
Male,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,Y,2974.0,3.9318256327243257,0.1388888503086527,0.0005604120817785253
Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y,4188.0,4.7535901911063645,0.6388885339508145,0.0018306256472442688
Male,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,Y,5300.0,4.882801922586371,0.36388878780867007,0.0008238989556651499
Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y,7551.0,4.897839799950911,0.7388884783952898,0.0011742365688861866
Male,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,Y,8649.0,5.0238805208462765,0.41944432793213116,0.000581955282326192
Male,Yes,0,Graduate,No,13650,0.0,128.0,360.0,1.0,Urban,Y,13650.0,4.859812404361672,0.35555545679015094,0.000312576198270357
Male,Yes,0,Graduate,No,4652,3583.0,128.0,360.0,1.0,Semiurban,Y,8235.0,4.859812404361672,0.35555545679015094,0.0005181135227377759
Male,Yes,0,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y,4570.0,5.081404364984463,0.44444432098768866,0.0011670307333512876
Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y,4082.0,4.61512051684126,0.2777777006173054,0.0008165927063930468
Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,Y,12543.0,5.420534999272286,0.6249998263889371,0.0005979428525182032
Male,No,0,Not Graduate,No,7333,0.0,120.0,360.0,1.0,Rural,N,7333.0,4.795790545596741,0.3333332407407665,0.0005454790991837282
Male,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,N,7400.0,5.37989735354046,0.5999998333333797,0.0009729725449234463
Male,Yes,3+,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,Y,2825.0,4.553876891600541,0.19583329253473072,0.0008318578804202875
Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y,5316.0,4.919980925828125,0.37777767283953534,0.0008527710780190239
Female,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,Y,5262.0,4.941642422609304,0.3861110038580545,0.0008805266038891543
Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,360.0,0.0,Rural,N,7686.0,5.030437921392435,0.4222221049383042,0.0006592069305505248
Female,No,1,Graduate,Yes,7451,0.0,128.0,360.0,1.0,Semiurban,Y,7451.0,4.859812404361672,0.35555545679015094,0.0005726298207389648
Male,No,0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,Y,5050.0,4.77912349311153,0.3277776867284204,0.0007788774863540716
Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,Y,14583.0,5.225746673713202,1.0277772067904407,0.000845733077323294
Female,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,Y,5450.0,5.043425116919247,0.42777765895065034,0.000941895555437273
Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,1.0,Urban,Y,3612.0,4.454347296253507,0.2361110455247096,0.0007844218175499265
Male,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,N,7710.0,5.170483995038151,0.4861109760802845,0.0007565928411221796
Female,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y,10408.0,5.560681631015528,0.719444244598821,0.0008294898097423212
Male,Yes,0,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,Y,8334.0,5.198497031265826,0.49999986111114975,0.0007199421009603163
Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y,4166.0,3.8066624897703196,0.12222218827161438,0.00035205612981085375
Female,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,Y,11117.0,4.927253685157205,0.3805554498457084,0.0004107821269416163
Male,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,Y,2957.0,4.406719247264253,0.22499993750001737,0.0009130869645910893
Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y,6314.0,5.272999558563747,0.5388887391975725,0.0010241785938163697
Female,No,0,Graduate,No,3692,0.0,93.0,360.0,1.0,Rural,Y,3692.0,4.543294782270004,0.25833326157409403,0.0008396527982951707
Male,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y,23803.0,5.916202062607435,1.02777749228403,0.0005181418008502373
Male,No,0,Graduate,No,3865,1640.0,128.0,360.0,1.0,Rural,Y,5505.0,4.859812404361672,0.35555545679015094,0.0007750525978962205
Male,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,N,14363.0,5.081404364984463,0.8888883950620027,0.0007426484612940109
Male,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,1.0,Rural,N,8649.0,5.209486152841421,0.5055554151234959,0.0007014295455852117
Male,No,0,Graduate,Yes,20166,0.0,650.0,480.0,1.0,Urban,Y,20166.0,6.478509642208569,1.35416638454867,0.0008058115465441924
Male,No,0,Graduate,No,2014,1929.0,74.0,360.0,1.0,Urban,Y,3943.0,4.31748811353631,0.20555549845680599,0.0006255808345890617
Male,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,Y,2718.0,4.2626798770413155,0.19444439043211378,0.0008584737509259986
Male,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,Y,3459.0,3.258096538021482,0.20833315972236688,0.0007227513875012251
Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,Y,4895.0,4.634728988229636,0.28333325462965153,0.000694585949346819
Male,Yes,3+,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,N,11750.0,5.673323267171493,0.8055553317901857,0.0008226947229147711
Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N,4583.0,4.442651256490317,0.23333326851853653,0.000610953194213093
Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,Y,6816.0,4.48863636973214,0.24444437654322876,0.0004303597420902369
Male,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N,14999.0,5.493061443340548,0.672222035493879,0.0005378134395993346
Male,Yes,2,Not Graduate,No,4200,1430.0,129.0,360.0,1.0,Rural,N,5630.0,4.867534450455582,0.358333233796324,0.000763765166791774
Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,N,7125.0,5.225746673713202,0.513888746142015,0.0008654966898397407
Male,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,Y,5417.0,5.1298987149230735,0.46666653703707306,0.0010337820202891734
Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,Y,6950.0,5.170483995038151,0.9722216820990655,0.001678655851913923
Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,Y,4732.0,4.812184355372417,0.33888879475311257,0.0008593965565852669
Male,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,Y,11757.0,5.236441962829949,1.0388883117287158,0.0010603605059379079
Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,Y,6816.0,4.61512051684126,0.2777777006173054,0.0004890451614661782
Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,Y,14866.0,4.2626798770413155,0.19444439043211378,0.0001569576548389735
Male,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,Y,2963.0,3.4339872044851463,0.08333331018519162,0.0003374955508699421
Female,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,N,11666.0,5.420534999272286,0.6249998263889371,0.0006428936349387009
Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y,5690.0,4.836281906951478,0.34722212577163175,0.000732278493941193
Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,N,6277.0,4.77912349311153,0.3277776867284204,0.0006266260138266414
Male,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,Y,6327.0,5.030437921392435,0.4222221049383042,0.0008008004264737061
Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N,9166.0,5.501258210544727,0.6777775895062251,0.0008873368982402818
Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N,2281.0,4.736198448394496,0.3138888016975551,0.0016513211919268877
Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y,3254.0,3.9318256327243257,0.1388888503086527,0.0005121897938156361
Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,Y,39999.0,6.398594934535208,3.33333148148251,0.0010000244150543968
Male,Yes,1,Graduate,No,6000,0.0,160.0,360.0,1.0,Rural,Y,6000.0,5.081404364984463,0.44444432098768866,0.0008888884641976845
Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,Y,9538.0,5.236441962829949,0.519444300154361,0.0006535259821368373
Male,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,Y,5063.0,4.795790545596741,0.3333332407407665,0.0007900450209036486
Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,Y,10208.0,5.545177444479562,0.7083331365741288,0.000832679921598123
Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y,2904.0,4.59511985013459,0.2722221466049593,0.0011248844384979977
Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,N,7933.0,5.62040086571715,0.7638886766975899,0.0011555102399796785
Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N,4369.0,4.804021044733257,0.3361110177469395,0.0009231703147536958
Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y,5614.0,5.0689042022202315,0.4388887669753425,0.000938130402199435
Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,Y,9323.0,4.330733340286331,0.41666643518531377,0.0005363076883679652
Male,Yes,0,Graduate,No,3707,3166.0,182.0,360.0,1.0,Rural,Y,6873.0,5.209486152841421,0.5055554151234959,0.0008826806230561913
Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N,4583.0,4.727387818712341,0.3111110246913821,0.0008146042589507908
Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y,5772.0,4.867534450455582,0.358333233796324,0.0007449753831575586
Male,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,N,2237.0,4.1588830833596715,0.1312499726562557,0.0007040674237792401
Male,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,Y,8000.0,5.303304908059076,0.5555554012346108,0.0008333329768519698
Male,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,Y,3589.0,4.564348191467836,0.2638888155864401,0.0008823250844935025
Male,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,Y,51763.0,6.55250788703459,2.333332555555815,0.0005409267240607715
Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,N,3522.0,4.406719247264253,0.44999975000013887,0.0015332183873195918
Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,Y,11333.0,5.236441962829949,0.519444300154361,0.0005500159659254544
Male,Yes,0,Not Graduate,Yes,4344,736.0,87.0,360.0,1.0,Semiurban,N,5080.0,4.477336814478207,0.2416665995370557,0.0005708658483081989
Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,Y,5461.0,4.762173934797756,0.32222213271607425,0.0007080506762373338
Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,Y,3664.0,4.624972813284271,0.28055547762347843,0.0009188495166108957
Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,N,16816.0,6.206575926724928,1.3749996180556618,0.0009812080304007081
Male,Yes,1,Graduate,No,3750,0.0,116.0,360.0,1.0,Semiurban,Y,3750.0,4.762173934797756,0.32222213271607425,0.0010311104947360794
Male,No,0,Not Graduate,No,2333,1451.0,102.0,480.0,0.0,Urban,N,3784.0,4.634728988229636,0.2124999557291759,0.0006738897093241173
Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,N,13650.0,5.198497031265826,0.49999986111114975,0.00043956027881768956
Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,1.0,Rural,N,6979.0,4.219507705176107,0.18611105941359463,0.000320007498059054
Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,Y,4600.0,4.30406509320417,0.40555533024703877,0.0010579701507391923
